Final Adaptive DMA benchmark
Waiting for CPU1 load generator...
CPU1 load generator ready
CONFIG,repeats=3,phases=4,samples_per_phase=25,dma_bytes=8388608
SAMPLE_HEADER,repeat,mode,phase,load,sample,cpu_ticks,cpu_cycles,level_before,level_after,dma_command
MODE_BEGIN,CPU_ONLY
SAMPLE,0,FIXED_MAX,OFF_A,0,20,1784491,217.83,255,255,10
SAMPLE,0,FIXED_MAX,OFF_A,0,21,1794611,219.06,255,255,11
SAMPLE,0,FIXED_MAX,OFF_A,0,22,1786247,218.04,255,255,11
SAMPLE,0,FIXED_MAX,OFF_A,0,23,1788785,218.35,255,255,12
SAMPLE,0,FIXED_MAX,OFF_A,0,24,1790118,218.52,255,255,12
SAMPLE,0,FIXED_MAX,ON_A,1,0,1981316,241.85,255,255,13
SAMPLE,0,FIXED_MAX,ON_A,1,1,1987993,242.67,255,255,14
SAMPLE,0,FIXED_MAX,ON_A,1,2,1979908,241.68,255,255,15
SAMPLE,0,FIXED_MAX,ON_A,1,3,1982896,242.05,255,255,16
SAMPLE,0,FIXED_MAX,ON_A,1,4,1983493,242.12,255,255,17
SAMPLE,0,FIXED_MAX,ON_A,1,5,1989017,242.79,255,255,18
SAMPLE,0,FIXED_MAX,ON_A,1,6,1979559,241.64,255,255,19
SAMPLE,0,FIXED_MAX,ON_A,1,7,1980209,241.72,255,255,20
SAMPLE,0,FIXED_MAX,ON_A,1,8,1981475,241.87,255,255,21
SAMPLE,0,FIXED_MAX,ON_A,1,9,1978524,241.51,255,255,22
SAMPLE,0,FIXED_MAX,ON_A,1,10,1975185,241.11,255,255,23
SAMPLE,0,FIXED_MAX,ON_A,1,11,1977396,241.38,255,255,24
SAMPLE,0,FIXED_MAX,ON_A,1,12,1979238,241.60,255,255,25
SAMPLE,0,FIXED_MAX,ON_A,1,13,1981612,241.89,255,255,26
SAMPLE,0,FIXED_MAX,ON_A,1,14,1975180,241.11,255,255,27
SAMPLE,0,FIXED_MAX,ON_A,1,15,1978414,241.50,255,255,28
SAMPLE,0,FIXED_MAX,ON_A,1,16,1981804,241.91,255,255,29
SAMPLE,0,FIXED_MAX,ON_A,1,17,1978949,241.57,255,255,30
SAMPLE,0,FIXED_MAX,ON_A,1,18,1976748,241.30,255,255,31
SAMPLE,0,FIXED_MAX,ON_A,1,19,1977468,241.39,255,255,32
SAMPLE,0,FIXED_MAX,ON_A,1,20,1977259,241.36,255,255,33
SAMPLE,0,FIXED_MAX,ON_A,1,21,1978292,241.49,255,255,34
SAMPLE,0,FIXED_MAX,ON_A,1,22,1976340,241.25,255,255,35
SAMPLE,0,FIXED_MAX,ON_A,1,23,1978030,241.45,255,255,36
SAMPLE,0,FIXED_MAX,ON_A,1,24,1979827,241.67,255,255,37
SAMPLE,0,FIXED_MAX,OFF_B,0,0,1797070,219.36,255,255,38
SAMPLE,0,FIXED_MAX,OFF_B,0,1,1783777,217.74,255,255,38
SAMPLE,0,FIXED_MAX,OFF_B,0,2,1788812,218.36,255,255,39
SAMPLE,0,FIXED_MAX,OFF_B,0,3,1790701,218.59,255,255,39
SAMPLE,0,FIXED_MAX,OFF_B,0,4,1782184,217.55,255,255,40
SAMPLE,0,FIXED_MAX,OFF_B,0,5,1791775,218.72,255,255,40
SAMPLE,0,FIXED_MAX,OFF_B,0,6,1791418,218.67,255,255,41
SAMPLE,0,FIXED_MAX,OFF_B,0,7,1790733,218.59,255,255,41
SAMPLE,0,FIXED_MAX,OFF_B,0,8,1790470,218.56,255,255,42
SAMPLE,0,FIXED_MAX,OFF_B,0,9,1782348,217.57,255,255,42
SAMPLE,0,FIXED_MAX,OFF_B,0,10,1784202,217.79,255,255,43
SAMPLE,0,FIXED_MAX,OFF_B,0,11,1790935,218.61,255,255,43
SAMPLE,0,FIXED_MAX,OFF_B,0,12,1788617,218.33,255,255,44
SAMPLE,0,FIXED_MAX,OFF_B,0,13,1781790,217.50,255,255,44
SAMPLE,0,FIXED_MAX,OFF_B,0,14,1789968,218.50,255,255,45
SAMPLE,0,FIXED_MAX,OFF_B,0,15,1785571,217.96,255,255,45
SAMPLE,0,FIXED_MAX,OFF_B,0,16,1791771,218.72,255,255,46
SAMPLE,0,FIXED_MAX,OFF_B,0,17,1794218,219.02,255,255,46
SAMPLE,0,FIXED_MAX,OFF_B,0,18,1790129,218.52,255,255,47
SAMPLE,0,FIXED_MAX,OFF_B,0,19,1787048,218.14,255,255,47
SAMPLE,0,FIXED_MAX,OFF_B,0,20,1790168,218.52,255,255,48
SAMPLE,0,FIXED_MAX,OFF_B,0,21,1786155,218.03,255,255,48
SAMPLE,0,FIXED_MAX,OFF_B,0,22,1794827,219.09,255,255,49
SAMPLE,0,FIXED_MAX,OFF_B,0,23,1792079,218.75,255,255,49
SAMPLE,0,FIXED_MAX,OFF_B,0,24,1793776,218.96,255,255,50
SAMPLE,0,FIXED_MAX,ON_B,1,0,1977210,241.35,255,255,51
SAMPLE,0,FIXED_MAX,ON_B,1,1,1980907,241.80,255,255,52
SAMPLE,0,FIXED_MAX,ON_B,1,2,1981675,241.90,255,255,53
SAMPLE,0,FIXED_MAX,ON_B,1,3,1979103,241.58,255,255,54
SAMPLE,0,FIXED_MAX,ON_B,1,4,1979081,241.58,255,255,55
SAMPLE,0,FIXED_MAX,ON_B,1,5,1984782,242.28,255,255,56
SAMPLE,0,FIXED_MAX,ON_B,1,6,1979456,241.63,255,255,57
SAMPLE,0,FIXED_MAX,ON_B,1,7,1976558,241.27,255,255,58
SAMPLE,0,FIXED_MAX,ON_B,1,8,1984902,242.29,255,255,59
SAMPLE,0,FIXED_MAX,ON_B,1,9,1974729,241.05,255,255,60
SAMPLE,0,FIXED_MAX,ON_B,1,10,1983080,242.07,255,255,61
SAMPLE,0,FIXED_MAX,ON_B,1,11,1973960,240.96,255,255,62
SAMPLE,0,FIXED_MAX,ON_B,1,12,1986079,242.44,255,255,63
SAMPLE,0,FIXED_MAX,ON_B,1,13,1978384,241.50,255,255,64
SAMPLE,0,FIXED_MAX,ON_B,1,14,1978287,241.49,255,255,65
SAMPLE,0,FIXED_MAX,ON_B,1,15,1978414,241.50,255,255,66
SAMPLE,0,FIXED_MAX,ON_B,1,16,1978946,241.57,255,255,67
SAMPLE,0,FIXED_MAX,ON_B,1,17,1976784,241.30,255,255,68
SAMPLE,0,FIXED_MAX,ON_B,1,18,1985721,242.39,255,255,69
SAMPLE,0,FIXED_MAX,ON_B,1,19,1979724,241.66,255,255,70
SAMPLE,0,FIXED_MAX,ON_B,1,20,1986090,242.44,255,255,71
SAMPLE,0,FIXED_MAX,ON_B,1,21,1970950,240.59,255,255,72
SAMPLE,0,FIXED_MAX,ON_B,1,22,1982418,241.99,255,255,73
SAMPLE,0,FIXED_MAX,ON_B,1,23,1983812,242.16,255,255,74
SAMPLE,0,FIXED_MAX,ON_B,1,24,1979326,241.61,255,255,75
SAMPLE,1,FIXED_MAX,OFF_A,0,0,1785573,217.96,255,255,76
SAMPLE,1,FIXED_MAX,OFF_A,0,1,1792659,218.83,255,255,76
SAMPLE,1,FIXED_MAX,OFF_A,0,2,1789339,218.42,255,255,77
SAMPLE,1,FIXED_MAX,OFF_A,0,3,1790682,218.58,255,255,77
SAMPLE,1,FIXED_MAX,OFF_A,0,4,1787220,218.16,255,255,78
SAMPLE,1,FIXED_MAX,OFF_A,0,5,1793562,218.94,255,255,78
SAMPLE,1,FIXED_MAX,OFF_A,0,6,1788449,218.31,255,255,79
SAMPLE,1,FIXED_MAX,OFF_A,0,7,1791796,218.72,255,255,79
SAMPLE,1,FIXED_MAX,OFF_A,0,8,1784007,217.77,255,255,80
SAMPLE,1,FIXED_MAX,OFF_A,0,9,1784226,217.80,255,255,80
SAMPLE,1,FIXED_MAX,OFF_A,0,10,1790589,218.57,255,255,81
SAMPLE,1,FIXED_MAX,OFF_A,0,11,1796430,219.29,255,255,81
SAMPLE,1,FIXED_MAX,OFF_A,0,12,1791822,218.72,255,255,82
SAMPLE,1,FIXED_MAX,OFF_A,0,13,1794981,219.11,255,255,83
SAMPLE,1,FIXED_MAX,OFF_A,0,14,1783349,217.69,255,255,83
SAMPLE,1,FIXED_MAX,OFF_A,0,15,1785770,217.98,255,255,84
SAMPLE,1,FIXED_MAX,OFF_A,0,16,1791842,218.73,255,255,84
SAMPLE,1,FIXED_MAX,OFF_A,0,17,1796459,219.29,255,255,85
SAMPLE,1,FIXED_MAX,OFF_A,0,18,1789365,218.42,255,255,86
SAMPLE,1,FIXED_MAX,OFF_A,0,19,1779318,217.20,255,255,86
SAMPLE,1,FIXED_MAX,OFF_A,0,20,1784407,217.82,255,255,87
SAMPLE,1,FIXED_MAX,OFF_A,0,21,1795089,219.12,255,255,87
SAMPLE,1,FIXED_MAX,OFF_A,0,22,1796911,219.34,255,255,88
SAMPLE,1,FIXED_MAX,OFF_A,0,23,1786504,218.07,255,255,88
SAMPLE,1,FIXED_MAX,OFF_A,0,24,1783138,217.66,255,255,89
SAMPLE,1,FIXED_MAX,ON_A,1,0,1981430,241.87,255,255,90
SAMPLE,1,FIXED_MAX,ON_A,1,1,1983762,242.15,255,255,91
SAMPLE,1,FIXED_MAX,ON_A,1,2,1974077,240.97,255,255,92
SAMPLE,1,FIXED_MAX,ON_A,1,3,1980525,241.76,255,255,93
SAMPLE,1,FIXED_MAX,ON_A,1,4,1979464,241.63,255,255,94
SAMPLE,1,FIXED_MAX,ON_A,1,5,1980110,241.71,255,255,95
SAMPLE,1,FIXED_MAX,ON_A,1,6,1979388,241.62,255,255,96
SAMPLE,1,FIXED_MAX,ON_A,1,7,1977802,241.43,255,255,97
SAMPLE,1,FIXED_MAX,ON_A,1,8,1980812,241.79,255,255,98
SAMPLE,1,FIXED_MAX,ON_A,1,9,1975002,241.08,255,255,99
SAMPLE,1,FIXED_MAX,ON_A,1,10,1979249,241.60,255,255,100
SAMPLE,1,FIXED_MAX,ON_A,1,11,1970807,240.57,255,255,101
SAMPLE,1,FIXED_MAX,ON_A,1,12,1981230,241.84,255,255,102
SAMPLE,1,FIXED_MAX,ON_A,1,13,1974592,241.03,255,255,103
SAMPLE,1,FIXED_MAX,ON_A,1,14,1981515,241.88,255,255,104
SAMPLE,1,FIXED_MAX,ON_A,1,15,1976534,241.27,255,255,105
SAMPLE,1,FIXED_MAX,ON_A,1,16,1977520,241.39,255,255,106
SAMPLE,1,FIXED_MAX,ON_A,1,17,1981938,241.93,255,255,107
SAMPLE,1,FIXED_MAX,ON_A,1,18,1983309,242.10,255,255,108
SAMPLE,1,FIXED_MAX,ON_A,1,19,1978009,241.45,255,255,109
SAMPLE,1,FIXED_MAX,ON_A,1,20,1980421,241.75,255,255,110
SAMPLE,1,FIXED_MAX,ON_A,1,21,1974549,241.03,255,255,111
SAMPLE,1,FIXED_MAX,ON_A,1,22,1980397,241.74,255,255,112
SAMPLE,1,FIXED_MAX,ON_A,1,23,1983889,242.17,255,255,113
SAMPLE,1,FIXED_MAX,ON_A,1,24,1978342,241.49,255,255,114
SAMPLE,1,FIXED_MAX,OFF_B,0,0,1786973,218.13,255,255,115
SAMPLE,1,FIXED_MAX,OFF_B,0,1,1785706,217.98,255,255,115
SAMPLE,1,FIXED_MAX,OFF_B,0,2,1789488,218.44,255,255,116
SAMPLE,1,FIXED_MAX,OFF_B,0,3,1793066,218.88,255,255,116
SAMPLE,1,FIXED_MAX,OFF_B,0,4,1789726,218.47,255,255,117
SAMPLE,1,FIXED_MAX,OFF_B,0,5,1789622,218.45,255,255,117
SAMPLE,1,FIXED_MAX,OFF_B,0,6,1785759,217.98,255,255,118
SAMPLE,1,FIXED_MAX,OFF_B,0,7,1793355,218.91,255,255,118
SAMPLE,1,FIXED_MAX,OFF_B,0,8,1782786,217.62,255,255,119
SAMPLE,1,FIXED_MAX,OFF_B,0,9,1789735,218.47,255,255,119
SAMPLE,1,FIXED_MAX,OFF_B,0,10,1793744,218.96,255,255,120
SAMPLE,1,FIXED_MAX,OFF_B,0,11,1792389,218.79,255,255,120
SAMPLE,1,FIXED_MAX,OFF_B,0,12,1788430,218.31,255,255,121
SAMPLE,1,FIXED_MAX,OFF_B,0,13,1786743,218.10,255,255,121
SAMPLE,1,FIXED_MAX,OFF_B,0,14,1795336,219.15,255,255,122
SAMPLE,1,FIXED_MAX,OFF_B,0,15,1788400,218.31,255,255,122
SAMPLE,1,FIXED_MAX,OFF_B,0,16,1789195,218.40,255,255,123
SAMPLE,1,FIXED_MAX,OFF_B,0,17,1786355,218.06,255,255,123
SAMPLE,1,FIXED_MAX,OFF_B,0,18,1783040,217.65,255,255,124
SAMPLE,1,FIXED_MAX,OFF_B,0,19,1790574,218.57,255,255,124
SAMPLE,1,FIXED_MAX,OFF_B,0,20,1785077,217.90,255,255,125
SAMPLE,1,FIXED_MAX,OFF_B,0,21,1793781,218.96,255,255,125

SAMPLE,1,FIXED_MAX,OFF_B,0,22,1799467,219.66,255,255,126
SAMPLE,1,FIXED_MAX,OFF_B,0,23,1795129,219.13,255,255,127
SAMPLE,1,FIXED_MAX,OFF_B,0,24,1788258,218.29,255,255,127
SAMPLE,1,FIXED_MAX,ON_B,1,0,1975825,241.18,255,255,128
SAMPLE,1,FIXED_MAX,ON_B,1,1,1983480,242.12,255,255,129
SAMPLE,1,FIXED_MAX,ON_B,1,2,1977458,241.38,255,255,130
SAMPLE,1,FIXED_MAX,ON_B,1,3,1982487,242.00,255,255,131
SAMPLE,1,FIXED_MAX,ON_B,1,4,1977504,241.39,255,255,132
SAMPLE,1,FIXED_MAX,ON_B,1,5,1978066,241.46,255,255,133
SAMPLE,1,FIXED_MAX,ON_B,1,6,1977419,241.38,255,255,134
SAMPLE,1,FIXED_MAX,ON_B,1,7,1979910,241.68,255,255,135
SAMPLE,1,FIXED_MAX,ON_B,1,8,1980550,241.76,255,255,136
SAMPLE,1,FIXED_MAX,ON_B,1,9,1978050,241.46,255,255,137
SAMPLE,1,FIXED_MAX,ON_B,1,10,1977711,241.41,255,255,138
SAMPLE,1,FIXED_MAX,ON_B,1,11,1983324,242.10,255,255,139
SAMPLE,1,FIXED_MAX,ON_B,1,12,1978917,241.56,255,255,140
SAMPLE,1,FIXED_MAX,ON_B,1,13,1979467,241.63,255,255,141
SAMPLE,1,FIXED_MAX,ON_B,1,14,1981712,241.90,255,255,142
SAMPLE,1,FIXED_MAX,ON_B,1,15,1984230,242.21,255,255,143
SAMPLE,1,FIXED_MAX,ON_B,1,16,1978786,241.55,255,255,144
SAMPLE,1,FIXED_MAX,ON_B,1,17,1976401,241.25,255,255,145
SAMPLE,1,FIXED_MAX,ON_B,1,18,1975004,241.08,255,255,146
SAMPLE,1,FIXED_MAX,ON_B,1,19,1984019,242.18,255,255,147
SAMPLE,1,FIXED_MAX,ON_B,1,20,1978922,241.56,255,255,148
SAMPLE,1,FIXED_MAX,ON_B,1,21,1980387,241.74,255,255,149
SAMPLE,1,FIXED_MAX,ON_B,1,22,1981219,241.84,255,255,150
SAMPLE,1,FIXED_MAX,ON_B,1,23,1970831,240.57,255,255,151
SAMPLE,1,FIXED_MAX,ON_B,1,24,1979019,241.57,255,255,152
SAMPLE,2,FIXED_MAX,OFF_A,0,0,1796659,219.31,255,255,153
SAMPLE,2,FIXED_MAX,OFF_A,0,1,1787272,218.17,255,255,154
SAMPLE,2,FIXED_MAX,OFF_A,0,2,1787841,218.24,255,255,154
SAMPLE,2,FIXED_MAX,OFF_A,0,3,1789888,218.49,255,255,155
SAMPLE,2,FIXED_MAX,OFF_A,0,4,1785279,217.92,255,255,155
SAMPLE,2,FIXED_MAX,OFF_A,0,5,1790770,218.59,255,255,156
SAMPLE,2,FIXED_MAX,OFF_A,0,6,1787136,218.15,255,255,156
SAMPLE,2,FIXED_MAX,OFF_A,0,7,1783491,217.71,255,255,157

SAMPLE,2,FIXED_MAX,OFF_A,0,8,1785176,217.91,255,255,157
SAMPLE,2,FIXED_MAX,OFF_A,0,9,1792937,218.86,255,255,158
SAMPLE,2,FIXED_MAX,OFF_A,0,10,1783195,217.67,255,255,158
SAMPLE,2,FIXED_MAX,OFF_A,0,11,1789732,218.47,255,255,159
SAMPLE,2,FIXED_MAX,OFF_A,0,12,1790837,218.60,255,255,159
SAMPLE,2,FIXED_MAX,OFF_A,0,13,1782274,217.56,255,255,160
SAMPLE,2,FIXED_MAX,OFF_A,0,14,1795335,219.15,255,255,160
SAMPLE,2,FIXED_MAX,OFF_A,0,15,1792520,218.81,255,255,161
SAMPLE,2,FIXED_MAX,OFF_A,0,16,1793775,218.96,255,255,162
SAMPLE,2,FIXED_MAX,OFF_A,0,17,1791005,218.62,255,255,162
SAMPLE,2,FIXED_MAX,OFF_A,0,18,1789790,218.48,255,255,163
SAMPLE,2,FIXED_MAX,OFF_A,0,19,1789664,218.46,255,255,163
SAMPLE,2,FIXED_MAX,OFF_A,0,20,1794412,219.04,255,255,164
SAMPLE,2,FIXED_MAX,OFF_A,0,21,1795007,219.11,255,255,165
SAMPLE,2,FIXED_MAX,OFF_A,0,22,1793232,218.90,255,255,165
SAMPLE,2,FIXED_MAX,OFF_A,0,23,1789768,218.47,255,255,166
SAMPLE,2,FIXED_MAX,OFF_A,0,24,1788068,218.27,255,255,166
SAMPLE,2,FIXED_MAX,ON_A,1,0,1980874,241.80,255,255,167
SAMPLE,2,FIXED_MAX,ON_A,1,1,1984981,242.30,255,255,168
SAMPLE,2,FIXED_MAX,ON_A,1,2,1974430,241.01,255,255,169
SAMPLE,2,FIXED_MAX,ON_A,1,3,1978200,241.47,255,255,170
SAMPLE,2,FIXED_MAX,ON_A,1,4,1979534,241.64,255,255,171
SAMPLE,2,FIXED_MAX,ON_A,1,5,1978384,241.50,255,255,172
SAMPLE,2,FIXED_MAX,ON_A,1,6,1981439,241.87,255,255,173
SAMPLE,2,FIXED_MAX,ON_A,1,7,1978636,241.53,255,255,174
SAMPLE,2,FIXED_MAX,ON_A,1,8,1987102,242.56,255,255,175
SAMPLE,2,FIXED_MAX,ON_A,1,9,1972825,240.82,255,255,176
SAMPLE,2,FIXED_MAX,ON_A,1,10,1980291,241.73,255,255,177
SAMPLE,2,FIXED_MAX,ON_A,1,11,1979453,241.63,255,255,178
SAMPLE,2,FIXED_MAX,ON_A,1,12,1976126,241.22,255,255,179
SAMPLE,2,FIXED_MAX,ON_A,1,13,1973794,240.94,255,255,180
SAMPLE,2,FIXED_MAX,ON_A,1,14,1979213,241.60,255,255,181
SAMPLE,2,FIXED_MAX,ON_A,1,15,1979239,241.60,255,255,182
SAMPLE,2,FIXED_MAX,ON_A,1,16,1984334,242.22,255,255,183
SAMPLE,2,FIXED_MAX,ON_A,1,17,1973142,240.86,255,255,184
SAMPLE,2,FIXED_MAX,ON_A,1,18,1973518,240.90,255,255,185
SAMPLE,2,FIXED_MAX,ON_A,1,19,1982005,241.94,255,255,186
SAMPLE,2,FIXED_MAX,ON_A,1,20,1976677,241.29,255,255,187
SAMPLE,2,FIXED_MAX,ON_A,1,21,1979114,241.59,255,255,188
SAMPLE,2,FIXED_MAX,ON_A,1,22,1981958,241.93,255,255,189
SAMPLE,2,FIXED_MAX,ON_A,1,23,1977186,241.35,255,255,190
SAMPLE,2,FIXED_MAX,ON_A,1,24,1980132,241.71,255,255,191
SAMPLE,2,FIXED_MAX,OFF_B,0,0,1790365,218.55,255,255,192
SAMPLE,2,FIXED_MAX,OFF_B,0,1,1784678,217.85,255,255,192
SAMPLE,2,FIXED_MAX,OFF_B,0,2,1785622,217.97,255,255,193
SAMPLE,2,FIXED_MAX,OFF_B,0,3,1782807,217.62,255,255,193
SAMPLE,2,FIXED_MAX,OFF_B,0,4,1796826,219.33,255,255,194
SAMPLE,2,FIXED_MAX,OFF_B,0,5,1787619,218.21,255,255,195
SAMPLE,2,FIXED_MAX,OFF_B,0,6,1791335,218.66,255,255,195
SAMPLE,2,FIXED_MAX,OFF_B,0,7,1787881,218.24,255,255,196
SAMPLE,2,FIXED_MAX,OFF_B,0,8,1787970,218.25,255,255,196
SAMPLE,2,FIXED_MAX,OFF_B,0,9,1786419,218.06,255,255,197
SAMPLE,2,FIXED_MAX,OFF_B,0,10,1791655,218.70,255,255,197
SAMPLE,2,FIXED_MAX,OFF_B,0,11,1795559,219.18,255,255,198
SAMPLE,2,FIXED_MAX,OFF_B,0,12,1788278,218.29,255,255,198
SAMPLE,2,FIXED_MAX,OFF_B,0,13,1784556,217.84,255,255,199
SAMPLE,2,FIXED_MAX,OFF_B,0,14,1784889,217.88,255,255,199
SAMPLE,2,FIXED_MAX,OFF_B,0,15,1790028,218.50,255,255,200
SAMPLE,2,FIXED_MAX,OFF_B,0,16,1786996,218.13,255,255,200
SAMPLE,2,FIXED_MAX,OFF_B,0,17,1789574,218.45,255,255,201
SAMPLE,2,FIXED_MAX,OFF_B,0,18,1787235,218.16,255,255,201
SAMPLE,2,FIXED_MAX,OFF_B,0,19,1794549,219.06,255,255,202
SAMPLE,2,FIXED_MAX,OFF_B,0,20,1792134,218.76,255,255,202
SAMPLE,2,FIXED_MAX,OFF_B,0,21,1790966,218.62,255,255,203
SAMPLE,2,FIXED_MAX,OFF_B,0,22,1793776,218.96,255,255,203
SAMPLE,2,FIXED_MAX,OFF_B,0,23,1796511,219.30,255,255,204
SAMPLE,2,FIXED_MAX,OFF_B,0,24,1781810,217.50,255,255,205
SAMPLE,2,FIXED_MAX,ON_B,1,0,1977665,241.41,255,255,206
SAMPLE,2,FIXED_MAX,ON_B,1,1,1977900,241.44,255,255,207
SAMPLE,2,FIXED_MAX,ON_B,1,2,1978952,241.57,255,255,208
SAMPLE,2,FIXED_MAX,ON_B,1,3,1977422,241.38,255,255,209
SAMPLE,2,FIXED_MAX,ON_B,1,4,1980343,241.74,255,255,210
SAMPLE,2,FIXED_MAX,ON_B,1,5,1984450,242.24,255,255,211
SAMPLE,2,FIXED_MAX,ON_B,1,6,1980463,241.75,255,255,212
SAMPLE,2,FIXED_MAX,ON_B,1,7,1982833,242.04,255,255,213
SAMPLE,2,FIXED_MAX,ON_B,1,8,1977878,241.44,255,255,214
SAMPLE,2,FIXED_MAX,ON_B,1,9,1981924,241.93,255,255,215
SAMPLE,2,FIXED_MAX,ON_B,1,10,1977918,241.44,255,255,216
SAMPLE,2,FIXED_MAX,ON_B,1,11,1974239,240.99,255,255,217
SAMPLE,2,FIXED_MAX,ON_B,1,12,1990786,243.01,255,255,218
SAMPLE,2,FIXED_MAX,ON_B,1,13,1975701,241.17,255,255,219
SAMPLE,2,FIXED_MAX,ON_B,1,14,1984135,242.20,255,255,220
SAMPLE,2,FIXED_MAX,ON_B,1,15,1975953,241.20,255,255,221
SAMPLE,2,FIXED_MAX,ON_B,1,16,1976886,241.31,255,255,222
SAMPLE,2,FIXED_MAX,ON_B,1,17,1977187,241.35,255,255,223
SAMPLE,2,FIXED_MAX,ON_B,1,18,1977278,241.36,255,255,224
SAMPLE,2,FIXED_MAX,ON_B,1,19,1978005,241.45,255,255,225
SAMPLE,2,FIXED_MAX,ON_B,1,20,1976713,241.29,255,255,226
SAMPLE,2,FIXED_MAX,ON_B,1,21,1981661,241.90,255,255,227
SAMPLE,2,FIXED_MAX,ON_B,1,22,1975729,241.17,255,255,228
SAMPLE,2,FIXED_MAX,ON_B,1,23,1981019,241.82,255,255,229
SAMPLE,2,FIXED_MAX,ON_B,1,24,1984562,242.25,255,255,230
MODE_END,FIXED_MAX
MODE_BEGIN,STATIC_B8
SAMPLE,0,STATIC_B8,OFF_A,0,0,1149802,140.35,255,255,0
SAMPLE,0,STATIC_B8,OFF_A,0,1,1150767,140.47,255,255,0
SAMPLE,0,STATIC_B8,OFF_A,0,2,1149346,140.30,255,255,0
SAMPLE,0,STATIC_B8,OFF_A,0,3,1153281,140.78,255,255,1
SAMPLE,0,STATIC_B8,OFF_A,0,4,1150708,140.46,255,255,1
SAMPLE,0,STATIC_B8,OFF_A,0,5,1150417,140.43,255,255,1
SAMPLE,0,STATIC_B8,OFF_A,0,6,1152785,140.72,255,255,2
SAMPLE,0,STATIC_B8,OFF_A,0,7,1149818,140.35,255,255,2
SAMPLE,0,STATIC_B8,OFF_A,0,8,1150919,140.49,255,255,2
SAMPLE,0,STATIC_B8,OFF_A,0,9,1152854,140.72,255,255,3
SAMPLE,0,STATIC_B8,OFF_A,0,10,1149599,140.33,255,255,3
SAMPLE,0,STATIC_B8,OFF_A,0,11,1152881,140.73,255,255,3
SAMPLE,0,STATIC_B8,OFF_A,0,12,1152351,140.66,255,255,4
SAMPLE,0,STATIC_B8,OFF_A,0,13,1151296,140.53,255,255,4
SAMPLE,0,STATIC_B8,OFF_A,0,14,1150062,140.38,255,255,4
SAMPLE,0,STATIC_B8,OFF_A,0,15,1150395,140.42,255,255,5
SAMPLE,0,STATIC_B8,OFF_A,0,16,1148539,140.20,255,255,5
SAMPLE,0,STATIC_B8,OFF_A,0,17,1148405,140.18,255,255,5
SAMPLE,0,STATIC_B8,OFF_A,0,18,1147667,140.09,255,255,6
SAMPLE,0,STATIC_B8,OFF_A,0,19,1151638,140.58,255,255,6
SAMPLE,0,STATIC_B8,OFF_A,0,20,1149833,140.36,255,255,6
SAMPLE,0,STATIC_B8,OFF_A,0,21,1150656,140.46,255,255,7
SAMPLE,0,STATIC_B8,OFF_A,0,22,1151610,140.57,255,255,7
SAMPLE,0,STATIC_B8,OFF_A,0,23,1149544,140.32,255,255,7
SAMPLE,0,STATIC_B8,OFF_A,0,24,1151461,140.55,255,255,8
SAMPLE,0,STATIC_B8,ON_A,1,0,1295701,158.16,255,255,9
SAMPLE,0,STATIC_B8,ON_A,1,1,1302010,158.93,255,255,9
SAMPLE,0,STATIC_B8,ON_A,1,2,1294740,158.04,255,255,9
SAMPLE,0,STATIC_B8,ON_A,1,3,1293442,157.89,255,255,10
SAMPLE,0,STATIC_B8,ON_A,1,4,1296833,158.30,255,255,10
SAMPLE,0,STATIC_B8,ON_A,1,5,1299994,158.69,255,255,10
SAMPLE,0,STATIC_B8,ON_A,1,6,1296919,158.31,255,255,11
SAMPLE,0,STATIC_B8,ON_A,1,7,1298154,158.46,255,255,11
SAMPLE,0,STATIC_B8,ON_A,1,8,1297385,158.37,255,255,11
SAMPLE,0,STATIC_B8,ON_A,1,9,1297716,158.41,255,255,12
SAMPLE,0,STATIC_B8,ON_A,1,10,1294116,157.97,255,255,12
SAMPLE,0,STATIC_B8,ON_A,1,11,1300645,158.77,255,255,12
SAMPLE,0,STATIC_B8,ON_A,1,12,1297349,158.36,255,255,13
SAMPLE,0,STATIC_B8,ON_A,1,13,1294455,158.01,255,255,13
SAMPLE,0,STATIC_B8,ON_A,1,14,1298381,158.49,255,255,13
SAMPLE,0,STATIC_B8,ON_A,1,15,1292913,157.82,255,255,14
SAMPLE,0,STATIC_B8,ON_A,1,16,1297257,158.35,255,255,14
SAMPLE,0,STATIC_B8,ON_A,1,17,1297245,158.35,255,255,14
SAMPLE,0,STATIC_B8,ON_A,1,18,1299162,158.58,255,255,15
SAMPLE,0,STATIC_B8,ON_A,1,19,1297930,158.43,255,255,15
SAMPLE,0,STATIC_B8,ON_A,1,20,1296699,158.28,255,255,15
SAMPLE,0,STATIC_B8,ON_A,1,21,1296744,158.29,255,255,16
SAMPLE,0,STATIC_B8,ON_A,1,22,1301069,158.82,255,255,16
SAMPLE,0,STATIC_B8,ON_A,1,23,1297836,158.42,255,255,16
SAMPLE,0,STATIC_B8,ON_A,1,24,1296688,158.28,255,255,17
SAMPLE,0,STATIC_B8,OFF_B,0,0,1151070,140.51,255,255,18
SAMPLE,0,STATIC_B8,OFF_B,0,1,1152395,140.67,255,255,18
SAMPLE,0,STATIC_B8,OFF_B,0,2,1150886,140.48,255,255,18
SAMPLE,0,STATIC_B8,OFF_B,0,3,1150434,140.43,255,255,19
