AdaptiveDMA parameter sweep
configs=25,runs=100,dma_bytes=8388608,latency_limit_percent=50
SAMPLE_HEADER,name,run,base_cpu,load_cpu,dma_cycles,r_wait,w_wait,r_windows,w_windows,stall_ar,stall_r,stall_aw,stall_w,stall_b,overlap,checks_ok
SUMMARY_HEADER,name,burst,rd_out,wr_out,rbr_ctrl,threshold,nominal,r_delta_q8,w_delta_q8,base_mean,cpu_mean,p95,p99,target,slowdown_percent,violations,violation_percent,dma_cycles,dma_MiB_per_s,r_wait,w_wait,r_windows,w_windows,stall_ar,stall_r,stall_aw,stall_w,stall_b,errors
SAMPLE,RAW_B4_O1,63,106.40,114.48,9223849,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,64,106.40,114.52,9223808,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,65,106.42,114.50,9223836,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,66,106.40,114.53,9223851,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,67,106.35,114.48,9223828,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,68,106.30,114.52,9223863,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,69,106.26,114.50,9223817,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,70,106.38,114.51,9223838,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,71,106.37,114.50,9223791,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,72,106.42,114.49,9223865,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,73,106.36,114.50,9223851,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,74,106.43,114.52,9223834,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,75,106.31,114.52,9223774,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,76,106.43,114.51,9223851,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,77,106.35,114.50,9223805,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,78,106.45,114.53,9223821,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,79,106.38,114.48,9223869,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,80,106.46,114.51,9223821,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,81,106.41,114.53,9223806,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,82,106.41,114.52,9223825,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,83,106.48,114.51,9223787,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,84,106.44,114.48,9223810,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,85,106.37,114.51,9223861,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,86,106.45,114.52,9223831,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,87,106.30,114.50,9223841,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,88,106.36,114.48,9223856,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,89,106.40,114.52,9223823,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,90,106.38,114.51,9223853,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,91,106.41,114.50,9223853,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,92,106.30,114.49,9223816,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,93,106.44,114.56,9223861,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,94,106.36,114.50,9223836,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,95,106.36,114.49,9223836,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,96,106.42,114.54,9223859,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,97,106.41,114.52,9223858,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,98,106.32,114.50,9223829,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B4_O1,99,106.37,114.50,9223849,0,0,0,0,0,0,0,0,0,1,1
SUMMARY,RAW_B4_O1,4,1,1,0,256,32,0,0,106.38,114.51,114.54,114.55,159.57,7.64,0,0.00,9223833,86.73,0,0,0,0,0,0,0,0,0,0
SAMPLE,RAW_B4_O2,0,106.43,116.44,4748945,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,1,106.38,116.50,4625629,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,2,106.34,115.92,4747125,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,3,106.39,115.59,4622791,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,4,106.36,116.06,4623889,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,5,106.32,116.81,4626254,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,6,106.34,116.44,4625716,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,7,106.39,116.38,4625694,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,8,106.45,116.24,4748221,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,9,106.36,115.88,4747127,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,10,106.43,116.47,4625623,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,11,106.39,116.76,4626212,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,12,106.32,116.78,4626941,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,13,106.44,117.22,4628082,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,14,106.36,116.51,4625109,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,15,106.39,116.25,4748174,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,16,106.37,117.12,4751307,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,17,106.39,116.27,4625057,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,18,106.31,115.93,4623997,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,19,106.40,115.99,4624290,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,20,106.39,116.73,4646759,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,21,106.40,116.32,4625318,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,22,106.35,116.87,4651330,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,23,106.42,115.99,4747201,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,24,106.46,116.11,4748104,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,25,106.38,116.84,4749942,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,26,106.32,116.46,4626026,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,27,106.30,117.19,4627497,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,28,106.36,116.38,4624829,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,29,106.34,117.20,4627629,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,30,106.47,117.13,4664386,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,31,106.34,116.55,4749750,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,32,106.42,117.01,4627064,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,33,106.41,116.83,4750204,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,34,106.38,116.12,4623980,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,35,106.31,116.44,4748903,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,36,106.32,116.43,4624827,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,37,106.37,117.17,4751413,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,38,106.26,116.43,4749012,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,39,106.33,116.57,4625370,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,40,106.41,115.96,4747768,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,41,106.31,116.34,4625669,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,42,106.35,115.95,4623957,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,43,106.37,115.80,4746779,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,44,106.38,115.79,4622941,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,45,106.40,116.70,4749686,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,46,106.34,116.45,4626266,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,47,106.28,115.71,4622673,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,48,106.40,117.30,4752282,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,49,106.39,117.10,4750563,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,50,106.39,116.72,4626551,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,51,106.35,116.82,4750051,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,52,106.33,116.63,4687558,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,53,106.41,115.68,4623221,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,54,106.29,116.93,4750539,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,55,106.43,116.82,4626354,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,56,106.25,116.30,4692036,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,57,106.44,116.57,4749334,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,58,106.45,116.48,4626121,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,59,106.32,116.55,4749270,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,60,106.47,116.53,4626319,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,61,106.34,116.38,4625065,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,62,106.29,116.57,4749681,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,63,106.25,116.81,4750200,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,64,106.33,115.68,4746417,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,65,106.41,117.50,4628950,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,66,106.33,115.79,4623269,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,67,106.33,116.47,4625641,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,68,106.51,116.11,4624161,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,69,106.32,116.12,4623803,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,70,106.31,116.39,4748601,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,71,106.43,116.35,4624645,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,72,106.34,116.64,4750110,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,73,106.33,116.94,4627251,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,74,106.44,115.84,4623849,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,75,106.30,116.37,4625655,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,76,106.41,116.23,4624921,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,77,106.32,116.23,4625083,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,78,106.42,116.03,4624408,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,79,106.35,116.52,4625832,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,80,106.39,116.71,4626262,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,81,106.39,115.89,4623291,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,82,106.34,116.43,4625870,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,83,106.34,116.55,4625535,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,84,106.39,116.41,4625504,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,85,106.36,117.01,4750966,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,86,106.35,116.29,4748731,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,87,106.29,116.91,4626723,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,88,106.31,115.89,4623205,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,89,106.46,115.77,4746380,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,90,106.38,116.57,4625660,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,91,106.34,116.97,4751013,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,92,106.38,116.55,4749350,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,93,106.39,116.98,4750948,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,94,106.40,115.43,4621928,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,95,106.25,116.12,4624385,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,96,106.40,115.58,4622333,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,97,106.32,116.46,4625631,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,98,106.31,115.97,4747250,0,0,0,0,1,0,1,0,0,1,1
SAMPLE,RAW_B4_O2,99,106.40,115.90,4623758,0,0,0,0,1,0,1,0,0,1,1
SUMMARY,RAW_B4_O2,4,2,2,0,256,32,0,0,106.36,116.42,117.17,117.30,159.54,9.45,0,0.00,4670739,171.27,0,0,0,0,1,0,1,0,0,0
SAMPLE,RAW_B4_O4,0,106.49,119.33,2334770,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,1,106.35,119.46,2335197,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,2,106.37,119.34,2333758,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,3,106.46,119.45,2334418,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,4,106.37,119.16,2334077,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,5,106.50,119.48,2334879,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,6,106.25,119.46,2334951,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,7,106.37,119.42,2334005,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,8,106.33,119.50,2334463,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,9,106.35,119.21,2333545,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,10,106.40,119.29,2334526,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,11,106.43,119.49,2334727,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,12,106.38,119.52,2334552,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,13,106.42,119.64,2334704,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,14,106.31,119.22,2333937,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,15,106.25,119.39,2334566,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,16,106.36,119.25,2334377,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,17,106.38,119.27,2333934,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,18,106.40,119.51,2334301,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,19,106.41,119.61,2334480,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,20,106.35,119.32,2334367,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,21,106.35,119.52,2334625,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,22,106.32,119.29,2334164,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,23,106.34,119.26,2334139,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,24,106.45,119.59,2334701,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,25,106.42,119.51,2335034,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,26,106.37,119.38,2334582,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,27,106.28,119.31,2334787,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,28,106.32,119.76,2335028,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,29,106.48,119.32,2333773,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,30,106.34,119.49,2334673,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,31,106.42,119.68,2334774,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,32,106.33,119.73,2334711,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,33,106.38,119.35,2333693,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,34,106.38,119.53,2335189,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,35,106.31,119.39,2334160,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,36,106.34,119.57,2334886,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,37,106.31,119.35,2334812,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,38,106.37,119.39,2334311,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,39,106.35,119.21,2334924,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,40,106.40,119.36,2334534,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,41,106.30,119.15,2334495,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,42,106.31,119.26,2334453,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,43,106.43,119.33,2333853,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,44,106.32,119.49,2334182,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,45,106.42,119.69,2335103,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,46,106.37,119.49,2335398,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,47,106.41,119.27,2334504,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,48,106.35,119.44,2334941,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,49,106.34,119.52,2334974,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,50,106.42,119.41,2333918,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,51,106.38,119.35,2334871,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,52,106.34,119.21,2334348,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,53,106.39,119.64,2334830,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,54,106.42,119.28,2333920,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,55,106.35,119.66,2334643,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,56,106.36,119.32,2334367,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,57,106.29,119.55,2334447,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,58,106.29,119.57,2334851,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,59,106.37,119.41,2334068,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,60,106.43,119.32,2333867,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,61,106.39,119.44,2334773,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,62,106.33,119.39,2333905,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,63,106.40,119.51,2334516,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,64,106.41,119.51,2334797,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,65,106.31,119.25,2334399,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,66,106.35,119.33,2334989,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,67,106.40,119.45,2335437,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,68,106.32,119.32,2334889,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,69,106.32,119.49,2334453,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,70,106.35,119.42,2334385,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,71,106.43,119.68,2335048,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,72,106.36,119.84,2335149,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,73,106.36,119.13,2334061,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,74,106.42,119.65,2334447,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,75,106.43,119.40,2334803,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,76,106.41,119.58,2335305,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,77,106.44,119.36,2334738,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,78,106.36,119.25,2333764,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,79,106.31,119.54,2334446,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,80,106.48,119.42,2334380,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,81,106.48,119.66,2334562,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,82,106.47,119.37,2334702,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,83,106.42,119.39,2335035,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,84,106.36,119.42,2334632,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,85,106.47,119.41,2334617,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,86,106.33,119.67,2334687,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,87,106.40,119.50,2334277,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,88,106.32,119.62,2334388,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,89,106.38,119.66,2334882,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,90,106.41,119.59,2334464,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,91,106.41,119.57,2334517,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,92,106.37,119.34,2334592,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,93,106.32,119.47,2334486,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,94,106.41,119.39,2334249,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,95,106.40,119.22,2333985,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,96,106.39,119.44,2334780,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,97,106.29,119.48,2334823,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,98,106.36,119.81,2334901,0,0,0,0,3,0,3,0,0,1,1
SAMPLE,RAW_B4_O4,99,106.27,119.51,2334246,0,0,0,0,3,0,3,0,0,1,1
SUMMARY,RAW_B4_O4,4,4,4,0,256,32,0,0,106.37,119.44,119.68,119.81,159.55,12.28,0,0.00,2334535,342.68,0,0,0,0,3,0,3,0,0,0
SAMPLE,RAW_B8_O1,0,106.39,113.34,5294742,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B8_O1,1,106.33,113.44,5293671,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B8_O1,2,106.43,113.46,5293904,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B8_O1,3,106.36,113.54,5294642,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B8_O1,4,106.35,113.40,5294335,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B8_O1,5,106.30,113.45,5294154,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B8_O1,6,106.31,113.48,5294227,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B8_O1,7,106.38,113.54,5294904,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B8_O1,8,106.34,113.54,5294820,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B8_O1,9,106.47,113.49,5294327,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B8_O1,10,106.36,113.38,5294787,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B8_O1,11,106.35,113.53,5294585,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B8_O1,12,106.42,113.55,5294329,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B8_O1,13,106.34,113.53,5293551,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B8_O1,14,106.36,113.30,5294463,0,0,0,0,0,0,0,0,0,1,1
SAMPLE,RAW_B8_O1,15,106.36,113.56,5294589,0,0,0,0,0,0,0,0,0,1,1
